Front	Back	Tags
경쟁입찰참가자격 등록에서 조심할 선택지는?<br><br>나라장터 경쟁입찰참가자격 등록에 대한 설명으로 옳은 것은?	① 직접 제조하는 경우는 제조업체로, 다른 제조업자의 물품을 구매해 공급하는 경우는 공급업체로 등록하며 제출서류가 달라진다. — 제조업체·공급업체 등록 구분과 제출서류 차이를 정확히 서술해 정답이다.<br>② 제조업체와 공급업체는 등록 구분 없이 동일한 서류를 제출한다. — 공장등록증, 직접생산확인기준 등 제출서류가 서로 다르다.<br>③ 제조 능력이 있으면 해당 물품의 제조업체로 등록하지 않아도 제조물품 입찰에 참가할 수 있다. — 제조 능력이 있어도 해당 물품의 제조업체로 등록하지 않으면 입찰에 참가할 수 없다.<br>④ 입찰참가자격 등록은 개찰일 이후에만 유효하게 인정된다. — 유효한 입찰참가자격 등록일은 입찰집행일(개찰일) 전을 기준으로 한다.<br><br><b>난이도</b>: 중요	subject_2 S2.M2.SB1.D1 positive trap
[핵심개념] 과업내용 적정성 검토	"<b>출제 포인트</b>: 사전규격공개는 입찰공고 이전 잠재적 공급업체와 관련 이해관계자(협회·조합 등 단체, 기업, 개인 등)에게 사전규격공개를 통해 공개된 주요 조달요구와 조건의 적정성 관련 의견을 최종 수렴하는 과정을 의미한다. 공급업체는 구매규격서(기술규격, 과업내용, 설계도, 평가기준 등)에서 추가나 삭제, 보완 등 개선의견이 있는 경우 규격공개 의견을 등록한다.<br><br><b>문제 연결</b>: 사전규격공개는 입찰공고 ""이전"" 단계의 의견 수렴 절차이며, 대상은 기술규격·과업내용·설계도·평가기준을 담은 구매규격서다. 단체뿐 아니라 기업·개인도 의견을 낼 수 있다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제4장-제2절-사전규격공개-분석"	subject_2 S2.M2.SB2.D1 positive concept
[기본형] 사전규격공개 제도에 대한 설명으로 옳은 것은?<br><br>① 입찰공고 이전에 잠재적 공급업체와 이해관계자에게 주요 조달요구와 조건의 적정성에 관한 의견을 수렴하는 절차다.<br>② 입찰공고와 동시에 진행되며 낙찰자 결정 직전까지 의견을 받는다.<br>③ 공개 대상은 예정가격에 한정되며 기술규격이나 과업내용은 제외된다.<br>④ 의견 제시 주체는 협회·조합 등 단체로 한정되고 개별 기업은 참여할 수 없다.	"<b>정답</b>: ① 입찰공고 이전에 잠재적 공급업체와 이해관계자에게 주요 조달요구와 조건의 적정성에 관한 의견을 수렴하는 절차다.<br><br>사전규격공개는 입찰공고 ""이전"" 단계의 의견 수렴 절차이며, 대상은 기술규격·과업내용·설계도·평가기준을 담은 구매규격서다. 단체뿐 아니라 기업·개인도 의견을 낼 수 있다.<br><br><b>근거</b>: 사전규격공개는 입찰공고 이전 잠재적 공급업체와 관련 이해관계자(협회·조합 등 단체, 기업, 개인 등)에게 사전규격공개를 통해 공개된 주요 조달요구와 조건의 적정성 관련 의견을 최종 수렴하는 과정을 의미한다. 공급업체는 구매규격서(기술규격, 과업내용, 설계도, 평가기준 등)에서 추가나 삭제, 보완 등 개선의견이 있는 경우 규격공개 의견을 등록한다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제4장-제2절-사전규격공개-분석"	subject_2 S2.M2.SB2.D1 positive source
과업내용 적정성 검토에서 조심할 선택지는?<br><br>사전규격공개 제도에 대한 설명으로 옳은 것은?	① 입찰공고 이전에 잠재적 공급업체와 이해관계자에게 주요 조달요구와 조건의 적정성에 관한 의견을 수렴하는 절차다. — 입찰공고 이전의 의견 수렴 절차라는 성격을 정확히 서술해 정답이다.<br>② 입찰공고와 동시에 진행되며 낙찰자 결정 직전까지 의견을 받는다. — 사전규격공개는 입찰공고 이전에 이루어지는 절차다.<br>③ 공개 대상은 예정가격에 한정되며 기술규격이나 과업내용은 제외된다. — 공개 대상은 기술규격, 과업내용, 설계도, 평가기준 등을 담은 구매규격서다.<br>④ 의견 제시 주체는 협회·조합 등 단체로 한정되고 개별 기업은 참여할 수 없다. — 협회·조합 등 단체뿐 아니라 기업, 개인도 의견 제시 주체에 포함된다.<br><br><b>난이도</b>: 중요	subject_2 S2.M2.SB2.D1 positive trap
[핵심개념] 입찰보증금 제출방법	<b>출제 포인트</b>: 입찰공고에 따라 입찰에 참가하기 위해서는 입찰참가 신청마감일까지 입찰참가 신청서와 함께 입찰금액의 100분의 5 이상에 해당하는 금액을 납부해야 한다. 다만 신용거래불량자, 계약 담당 공무원이 입찰보증금 납부가 필요하다고 결정한 경우 외에는 입찰보증금을 면제할 수 있다.<br><br><b>문제 연결</b>: 입찰보증금은 입찰금액의 100분의 5 이상이며, 계약보증금(계약금액의 100분의 10 이상)과 혼동하지 않아야 한다. 원칙적으로 면제가 가능한 점도 함께 기억해 두자.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제4장-입찰보증금-제출방법	subject_2 S2.M2.SB3.D3 numeric concept
[숫자 암기] 입찰참가 신청 시 납부해야 하는 입찰보증금의 기준으로 옳은 것은?<br><br>① 입찰금액의 100분의 5 이상<br>② 입찰금액의 100분의 10 이상<br>③ 입찰금액의 100분의 2 이상<br>④ 입찰금액의 100분의 20 이상	<b>정답</b>: ① 입찰금액의 100분의 5 이상<br><br>입찰보증금은 입찰금액의 100분의 5 이상이며, 계약보증금(계약금액의 100분의 10 이상)과 혼동하지 않아야 한다. 원칙적으로 면제가 가능한 점도 함께 기억해 두자.<br><br><b>근거</b>: 입찰공고에 따라 입찰에 참가하기 위해서는 입찰참가 신청마감일까지 입찰참가 신청서와 함께 입찰금액의 100분의 5 이상에 해당하는 금액을 납부해야 한다. 다만 신용거래불량자, 계약 담당 공무원이 입찰보증금 납부가 필요하다고 결정한 경우 외에는 입찰보증금을 면제할 수 있다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제4장-입찰보증금-제출방법	subject_2 S2.M2.SB3.D3 numeric source
입찰보증금 제출방법에서 조심할 선택지는?<br><br>입찰참가 신청 시 납부해야 하는 입찰보증금의 기준으로 옳은 것은?	① 입찰금액의 100분의 5 이상 — 입찰금액의 100분의 5 이상이라는 기준으로 정답이다.<br>② 입찰금액의 100분의 10 이상 — 100분의 10 이상은 계약보증금의 원칙적 기준이다.<br>③ 입찰금액의 100분의 2 이상 — 100분의 2는 규정된 기준이 아니다.<br>④ 입찰금액의 100분의 20 이상 — 100분의 20은 규정된 기준이 아니다.<br><br><b>난이도</b>: 함정	subject_2 S2.M2.SB3.D3 numeric trap
[핵심개념] 입찰·낙찰 방법별 평가위원회 구성에 대한 이해	<b>출제 포인트</b>: 평가위원회는 조달대상물과 관련된 산업계, 학계, 정부, 연구계 등 다양한 분야의 전문가로 구성되며, 입찰참가 기업과 이해충돌 관계가 없는 인물로 선정하는 절차가 일반적이다. 평가위원으로 참여하는 전문가는 평가 과정에서 획득한 정보는 철저하게 비밀을 유지해야 한다.<br><br><b>문제 연결</b>: 평가위원회는 외부 전문가를 포함해 다양한 분야로 구성하고 이해충돌이 없는 사람을 선정한다. 내부 인력만으로 평가할 경우 신뢰성·공정성 우려가 생기기 때문이다. 평가위원 풀에서 무작위 선정하는 방식도 운영된다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제5장-제2절-평가위원회-구성-및-이해충돌-방지	subject_2 S2.M3.SB2.D1 positive concept
[기본형] 제안서 평가를 위한 평가위원회 구성에 대한 설명으로 옳은 것은?<br><br>① 조달대상물과 관련된 산업계·학계·정부·연구계 등 다양한 분야의 전문가로 구성하며, 입찰참가 기업과 이해충돌 관계가 없는 인물로 선정한다.<br>② 평가의 일관성을 위해 수요기관 내부 인력만으로 구성하는 것이 원칙이다.<br>③ 평가위원은 평가 과정에서 획득한 정보를 자유롭게 외부에 공개할 수 있다.<br>④ 평가위원 풀을 운영하는 경우에도 위원은 발주기관이 지명 방식으로만 선정한다.	<b>정답</b>: ① 조달대상물과 관련된 산업계·학계·정부·연구계 등 다양한 분야의 전문가로 구성하며, 입찰참가 기업과 이해충돌 관계가 없는 인물로 선정한다.<br><br>평가위원회는 외부 전문가를 포함해 다양한 분야로 구성하고 이해충돌이 없는 사람을 선정한다. 내부 인력만으로 평가할 경우 신뢰성·공정성 우려가 생기기 때문이다. 평가위원 풀에서 무작위 선정하는 방식도 운영된다.<br><br><b>근거</b>: 평가위원회는 조달대상물과 관련된 산업계, 학계, 정부, 연구계 등 다양한 분야의 전문가로 구성되며, 입찰참가 기업과 이해충돌 관계가 없는 인물로 선정하는 절차가 일반적이다. 평가위원으로 참여하는 전문가는 평가 과정에서 획득한 정보는 철저하게 비밀을 유지해야 한다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제5장-제2절-평가위원회-구성-및-이해충돌-방지	subject_2 S2.M3.SB2.D1 positive source
입찰·낙찰 방법별 평가위원회 구성에 대한 이해에서 조심할 선택지는?<br><br>제안서 평가를 위한 평가위원회 구성에 대한 설명으로 옳은 것은?	① 조달대상물과 관련된 산업계·학계·정부·연구계 등 다양한 분야의 전문가로 구성하며, 입찰참가 기업과 이해충돌 관계가 없는 인물로 선정한다. — 전문가 구성과 이해충돌 배제 기준을 정확히 서술해 정답이다.<br>② 평가의 일관성을 위해 수요기관 내부 인력만으로 구성하는 것이 원칙이다. — 내부 인력만으로 평가하면 신뢰성·공정성 우려가 발생하므로 외부 전문가 구성이 바람직하다.<br>③ 평가위원은 평가 과정에서 획득한 정보를 자유롭게 외부에 공개할 수 있다. — 평가위원은 평가 과정에서 획득한 정보에 대해 철저히 비밀을 유지해야 한다.<br>④ 평가위원 풀을 운영하는 경우에도 위원은 발주기관이 지명 방식으로만 선정한다. — 평가위원 풀에 등록한 뒤 무작위로 선정해 위원회를 구성하는 방식도 운영된다.<br><br><b>난이도</b>: 중요	subject_2 S2.M3.SB2.D1 positive trap
[핵심개념] 이해상충 평가위원에 대한 회피	"<b>출제 포인트</b>: 평가위원회에서 활동하는 전문가가 평가·검토·선발위원회 활동 참여 동의서와 증빙서류를 제출해야 하며, 이를 통해 수요기관은 해당 전문가의 전문성과 자격요건을 검증하고 잠재적인 이해충돌 우려를 사전에 검토한다.<br><br><b>문제 연결</b>: 이해충돌은 위원 선정 단계에서 ""사전에"" 검토·차단해야 하는 사항이다. 사후 확인으로 갈음한다는 서술이 오답 포인트다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제5장-이해충돌-사전-검토"	subject_2 S2.M3.SB2.D2 negative concept
[부정형] 평가위원의 이해충돌 방지에 대한 설명으로 옳지 않은 것은?<br><br>① 수요기관은 전문가의 전문성과 자격요건을 검증하고 잠재적 이해충돌 우려를 사전에 검토한다.<br>② 평가·검토·선발위원회 활동 참여 동의서와 증빙서류를 제출하도록 할 수 있다.<br>③ 평가위원은 입찰참가 기업과 이해충돌 관계가 없는 인물로 선정한다.<br>④ 이해충돌 여부는 평가 종료 후 결과를 공개하는 시점에 확인하면 충분하다.	"<b>정답</b>: ④ 이해충돌 여부는 평가 종료 후 결과를 공개하는 시점에 확인하면 충분하다.<br><br>이해충돌은 위원 선정 단계에서 ""사전에"" 검토·차단해야 하는 사항이다. 사후 확인으로 갈음한다는 서술이 오답 포인트다.<br><br><b>근거</b>: 평가위원회에서 활동하는 전문가가 평가·검토·선발위원회 활동 참여 동의서와 증빙서류를 제출해야 하며, 이를 통해 수요기관은 해당 전문가의 전문성과 자격요건을 검증하고 잠재적인 이해충돌 우려를 사전에 검토한다.<br><b>출처</b>: docs/공식책/공공조달 계획분석.pdf#제5장-이해충돌-사전-검토"	subject_2 S2.M3.SB2.D2 negative source
이해상충 평가위원에 대한 회피에서 조심할 선택지는?<br><br>평가위원의 이해충돌 방지에 대한 설명으로 옳지 않은 것은?	① 수요기관은 전문가의 전문성과 자격요건을 검증하고 잠재적 이해충돌 우려를 사전에 검토한다. — 전문성·자격요건 검증과 이해충돌 사전 검토는 수요기관의 역할이다.<br>② 평가·검토·선발위원회 활동 참여 동의서와 증빙서류를 제출하도록 할 수 있다. — 활동 참여 동의서와 증빙서류 제출은 실제 운영되는 절차다.<br>③ 평가위원은 입찰참가 기업과 이해충돌 관계가 없는 인물로 선정한다. — 이해충돌 관계가 없는 인물을 선정하는 것이 일반적 절차다.<br>④ 이해충돌 여부는 평가 종료 후 결과를 공개하는 시점에 확인하면 충분하다. — 이해충돌은 사전에 검토해야 하며 사후 확인으로 갈음할 수 없으므로 옳지 않다.<br><br><b>난이도</b>: 함정	subject_2 S2.M3.SB2.D2 negative trap
